Patient_ID	Sample_ID	Iteration	Cluster_ID	Abundance
patient1	patient1_t2	23	3	52
patient1	patient1_t2	23	4	8
patient1	patient1_t2	23	5	34
patient1	patient1_t2	23	6	6
patient1	patient1_t2	24	1	0
patient1	patient1_t2	24	2	0
patient1	patient1_t2	24	3	50
patient1	patient1_t2	24	4	8
patient1	patient1_t2	24	5	36
patient1	patient1_t2	24	6	6
patient1	patient1_t2	25	1	0
patient1	patient1_t2	25	2	0
patient1	patient1_t2	25	3	61
patient1	patient1_t2	25	4	0
patient1	patient1_t2	25	5	35
patient1	patient1_t2	25	6	4
patient1	patient1_t2	26	1	0
patient1	patient1_t2	26	2	0
patient1	patient1_t2	26	3	62
patient1	patient1_t2	26	4	0
patient1	patient1_t2	26	5	32
patient1	patient1_t2	26	6	6
patient1	patient1_t2	27	1	0
patient1	patient1_t2	27	2	0
patient1	patient1_t2	27	3	47
patient1	patient1_t2	27	4	8
patient1	patient1_t2	27	5	40
patient1	patient1_t2	27	6	5
patient1	patient1_t2	28	1	0
patient1	patient1_t2	28	2	0
patient1	patient1_t2	28	3	53
patient1	patient1_t2	28	4	5
patient1	patient1_t2	28	5	36
patient1	patient1_t2	28	6	6
patient1	patient1_t2	29	1	0
patient1	patient1_t2	29	2	0
patient1	patient1_t2	29	3	64
patient1	patient1_t2	29	4	0
patient1	patient1_t2	29	5	33
patient1	patient1_t2	29	6	3
patient1	patient1_t2	30	1	0
patient1	patient1_t2	30	2	0
patient1	patient1_t2	30	3	61
patient1	patient1_t2	30	4	2
patient1	patient1_t2	30	5	32
patient1	patient1_t2	30	6	5
patient1	patient1_t2	31	1	0
patient1	patient1_t2	31	2	1
patient1	patient1_t2	31	3	59
patient1	patient1_t2	31	4	0
patient1	patient1_t2	31	5	34
patient1	patient1_t2	31	6	6
patient1	patient1_t2	32	1	0
patient1	patient1_t2	32	2	0
patient1	patient1_t2	32	3	60
patient1	patient1_t2	32	4	0
patient1	patient1_t2	32	5	36
patient1	patient1_t2	32	6	4
patient1	patient1_t2	33	1	0
patient1	patient1_t2	33	2	0
patient1	patient1_t2	33	3	51
patient1	patient1_t2	33	4	9
patient1	patient1_t2	33	5	34
patient1	patient1_t2	33	6	6
patient1	patient1_t2	34	1	0
patient1	patient1_t2	34	2	0
patient1	patient1_t2	34	3	64
patient1	patient1_t2	34	4	0
patient1	patient1_t2	34	5	31
patient1	patient1_t2	34	6	5
patient1	patient1_t2	35	1	0
patient1	patient1_t2	35	2	0
patient1	patient1_t2	35	3	52
patient1	patient1_t2	35	4	7
patient1	patient1_t2	35	5	36
patient1	patient1_t2	35	6	5
patient1	patient1_t2	36	1	0
patient1	patient1_t2	36	2	0
patient1	patient1_t2	36	3	56
patient1	patient1_t2	36	4	8
patient1	patient1_t2	36	5	32
patient1	patient1_t2	36	6	4
patient1	patient1_t2	37	1	0
patient1	patient1_t2	37	2	0
patient1	patient1_t2	37	3	52
patient1	patient1_t2	37	4	8
patient1	patient1_t2	37	5	33
patient1	patient1_t2	37	6	7
patient1	patient1_t2	38	1	0
patient1	patient1_t2	38	2	0
patient1	patient1_t2	38	3	57
patient1	patient1_t2	38	4	0
patient1	patient1_t2	38	5	38
patient1	patient1_t2	38	6	5
patient1	patient1_t2	39	1	0
patient1	patient1_t2	39	2	0
patient1	patient1_t2	39	3	58
patient1	patient1_t2	39	4	7
patient1	patient1_t2	39	5	30
patient1	patient1_t2	39	6	5
patient1	patient1_t2	40	1	0
patient1	patient1_t2	40	2	0
patient1	patient1_t2	40	3	56
patient1	patient1_t2	40	4	0
patient1	patient1_t2	40	5	38
patient1	patient1_t2	40	6	5
patient1	patient1_t2	41	1	0
patient1	patient1_t2	41	2	0
patient1	patient1_t2	41	3	50
patient1	patient1_t2	41	4	7
patient1	patient1_t2	41	5	36
patient1	patient1_t2	41	6	7
patient1	patient1_t2	42	1	0
patient1	patient1_t2	42	2	0
patient1	patient1_t2	42	3	50
patient1	patient1_t2	42	4	7
patient1	patient1_t2	42	5	38
patient1	patient1_t2	42	6	5
patient1	patient1_t2	43	1	0
patient1	patient1_t2	43	2	0
patient1	patient1_t2	43	3	44
patient1	patient1_t2	43	4	9
patient1	patient1_t2	43	5	39
patient1	patient1_t2	43	6	8
patient1	patient1_t2	44	1	0
patient1	patient1_t2	44	2	0
patient1	patient1_t2	44	3	53
patient1	patient1_t2	44	4	0
patient1	patient1_t2	44	5	39
patient1	patient1_t2	44	6	8
patient1	patient1_t2	45	1	0
patient1	patient1_t2	45	2	0
patient1	patient1_t2	45	3	63
patient1	patient1_t2	45	4	0
patient1	patient1_t2	45	5	32
patient1	patient1_t2	45	6	5
patient1	patient1_t2	46	1	0
patient1	patient1_t2	46	2	0
patient1	patient1_t2	46	3	47
patient1	patient1_t2	46	4	9
patient1	patient1_t2	46	5	38
patient1	patient1_t2	46	6	6
patient1	patient1_t2	47	1	0
patient1	patient1_t2	47	2	0
patient1	patient1_t2	47	3	51
patient1	patient1_t2	47	4	9
patient1	patient1_t2	47	5	34
patient1	patient1_t2	47	6	6
patient1	patient1_t2	48	1	0
patient1	patient1_t2	48	2	0
patient1	patient1_t2	48	3	57
patient1	patient1_t2	48	4	8
patient1	patient1_t2	48	5	30
patient1	patient1_t2	48	6	5
patient1	patient1_t2	49	1	0
patient1	patient1_t2	49	2	0
patient1	patient1_t2	49	3	51
patient1	patient1_t2	49	4	8
patient1	patient1_t2	49	5	36
patient1	patient1_t2	49	6	5
patient1	patient1_t2	50	1	0
patient1	patient1_t2	50	2	0
patient1	patient1_t2	50	3	62
patient1	patient1_t2	50	4	0
patient1	patient1_t2	50	5	33
patient1	patient1_t2	50	6	5
patient1	patient1_t2	51	1	0
patient1	patient1_t2	51	2	0
patient1	patient1_t2	51	3	53
patient1	patient1_t2	51	4	6
patient1	patient1_t2	51	5	35
patient1	patient1_t2	51	6	6
patient1	patient1_t2	52	1	0
patient1	patient1_t2	52	2	0
patient1	patient1_t2	52	3	55
patient1	patient1_t2	52	4	7
patient1	patient1_t2	52	5	33
patient1	patient1_t2	52	6	5
patient1	patient1_t2	53	1	0
patient1	patient1_t2	53	2	0
patient1	patient1_t2	53	3	57
patient1	patient1_t2	53	4	9
patient1	patient1_t2	53	5	30
patient1	patient1_t2	53	6	4
patient1	patient1_t2	54	1	0
patient1	patient1_t2	54	2	0
patient1	patient1_t2	54	3	56
patient1	patient1_t2	54	4	0
patient1	patient1_t2	54	5	37
patient1	patient1_t2	54	6	7
patient1	patient1_t2	55	1	0
patient1	patient1_t2	55	2	0
patient1	patient1_t2	55	3	53
patient1	patient1_t2	55	4	7
patient1	patient1_t2	55	5	36
patient1	patient1_t2	55	6	4
patient1	patient1_t2	56	1	0
patient1	patient1_t2	56	2	0
patient1	patient1_t2	56	3	57
patient1	patient1_t2	56	4	0
patient1	patient1_t2	56	5	38
patient1	patient1_t2	56	6	5
patient1	patient1_t2	57	1	0
patient1	patient1_t2	57	2	0
patient1	patient1_t2	57	3	51
patient1	patient1_t2	57	4	8
patient1	patient1_t2	57	5	33
patient1	patient1_t2	57	6	8
patient1	patient1_t2	58	1	0
patient1	patient1_t2	58	2	0
patient1	patient1_t2	58	3	53
patient1	patient1_t2	58	4	8
patient1	patient1_t2	58	5	35
patient1	patient1_t2	58	6	4
patient1	patient1_t2	59	1	0
patient1	patient1_t2	59	2	0
patient1	patient1_t2	59	3	57
patient1	patient1_t2	59	4	8
patient1	patient1_t2	59	5	32
patient1	patient1_t2	59	6	3
patient1	patient1_t2	60	1	0
patient1	patient1_t2	60	2	0
patient1	patient1_t2	60	3	58
patient1	patient1_t2	60	4	6
patient1	patient1_t2	60	5	30
patient1	patient1_t2	60	6	6
patient1	patient1_t2	61	1	0
patient1	patient1_t2	61	2	2
patient1	patient1_t2	61	3	54
patient1	patient1_t2	61	4	0
patient1	patient1_t2	61	5	40
patient1	patient1_t2	61	6	4
patient1	patient1_t2	62	1	0
patient1	patient1_t2	62	2	1
patient1	patient1_t2	62	3	63
patient1	patient1_t2	62	4	0
patient1	patient1_t2	62	5	31
patient1	patient1_t2	62	6	5
patient1	patient1_t2	63	1	0
patient1	patient1_t2	63	2	0
patient1	patient1_t2	63	3	47
patient1	patient1_t2	63	4	6
patient1	patient1_t2	63	5	41
patient1	patient1_t2	63	6	6
patient1	patient1_t2	64	1	0
patient1	patient1_t2	64	2	0
patient1	patient1_t2	64	3	59
patient1	patient1_t2	64	4	0
patient1	patient1_t2	64	5	37
patient1	patient1_t2	64	6	4
patient1	patient1_t2	65	1	0
patient1	patient1_t2	65	2	0
patient1	patient1_t2	65	3	51
patient1	patient1_t2	65	4	9
patient1	patient1_t2	65	5	36
patient1	patient1_t2	65	6	3
patient1	patient1_t2	66	1	0
patient1	patient1_t2	66	2	1
patient1	patient1_t2	66	3	55
patient1	patient1_t2	66	4	0
patient1	patient1_t2	66	5	37
patient1	patient1_t2	66	6	7
patient1	patient1_t2	67	1	0
patient1	patient1_t2	67	2	0
patient1	patient1_t2	67	3	61
patient1	patient1_t2	67	4	0
patient1	patient1_t2	67	5	35
patient1	patient1_t2	67	6	4
patient1	patient1_t2	68	1	0
patient1	patient1_t2	68	2	0
patient1	patient1_t2	68	3	56
patient1	patient1_t2	68	4	7
patient1	patient1_t2	68	5	32
patient1	patient1_t2	68	6	5
patient1	patient1_t2	69	1	0
patient1	patient1_t2	69	2	0
patient1	patient1_t2	69	3	58
patient1	patient1_t2	69	4	0
patient1	patient1_t2	69	5	37
patient1	patient1_t2	69	6	5
patient1	patient1_t2	70	1	0
patient1	patient1_t2	70	2	0
patient1	patient1_t2	70	3	53
patient1	patient1_t2	70	4	8
patient1	patient1_t2	70	5	33
patient1	patient1_t2	70	6	6
patient1	patient1_t2	71	1	0
patient1	patient1_t2	71	2	0
patient1	patient1_t2	71	3	60
patient1	patient1_t2	71	4	5
patient1	patient1_t2	71	5	30
patient1	patient1_t2	71	6	5
patient1	patient1_t2	72	1	0
patient1	patient1_t2	72	2	0
patient1	patient1_t2	72	3	55
patient1	patient1_t2	72	4	0
patient1	patient1_t2	72	5	38
patient1	patient1_t2	72	6	7
patient1	patient1_t2	73	1	0
patient1	patient1_t2	73	2	0
patient1	patient1_t2	73	3	49
patient1	patient1_t2	73	4	7
patient1	patient1_t2	73	5	40
patient1	patient1_t2	73	6	4
patient1	patient1_t2	74	1	0
patient1	patient1_t2	74	2	0
patient1	patient1_t2	74	3	54
patient1	patient1_t2	74	4	7
patient1	patient1_t2	74	5	33
patient1	patient1_t2	74	6	6
patient1	patient1_t2	75	1	0
patient1	patient1_t2	75	2	0
patient1	patient1_t2	75	3	62
patient1	patient1_t2	75	4	5
patient1	patient1_t2	75	5	30
patient1	patient1_t2	75	6	3
patient1	patient1_t2	76	1	0
patient1	patient1_t2	76	2	0
patient1	patient1_t2	76	3	51
patient1	patient1_t2	76	4	6
patient1	patient1_t2	76	5	34
patient1	patient1_t2	76	6	9
patient1	patient1_t2	77	1	0
patient1	patient1_t2	77	2	0
patient1	patient1_t2	77	3	62
patient1	patient1_t2	77	4	0
patient1	patient1_t2	77	5	32
patient1	patient1_t2	77	6	5
patient1	patient1_t2	78	1	0
patient1	patient1_t2	78	2	0
patient1	patient1_t2	78	3	65
patient1	patient1_t2	78	4	0
patient1	patient1_t2	78	5	29
patient1	patient1_t2	78	6	6
patient1	patient1_t2	79	1	0
patient1	patient1_t2	79	2	0
patient1	patient1_t2	79	3	59
patient1	patient1_t2	79	4	0
patient1	patient1_t2	79	5	35
patient1	patient1_t2	79	6	6
patient1	patient1_t2	80	1	0
patient1	patient1_t2	80	2	0
patient1	patient1_t2	80	3	61
patient1	patient1_t2	80	4	0
patient1	patient1_t2	80	5	33
patient1	patient1_t2	80	6	6
patient1	patient1_t2	81	1	0
patient1	patient1_t2	81	2	0
patient1	patient1_t2	81	3	56
patient1	patient1_t2	81	4	8
patient1	patient1_t2	81	5	32
patient1	patient1_t2	81	6	4
patient1	patient1_t2	82	1	0
patient1	patient1_t2	82	2	0
patient1	patient1_t2	82	3	57
patient1	patient1_t2	82	4	0
patient1	patient1_t2	82	5	36
patient1	patient1_t2	82	6	7
patient1	patient1_t2	83	1	0
patient1	patient1_t2	83	2	0
patient1	patient1_t2	83	3	50
patient1	patient1_t2	83	4	8
patient1	patient1_t2	83	5	34
patient1	patient1_t2	83	6	7
patient1	patient1_t2	84	1	0
patient1	patient1_t2	84	2	0
patient1	patient1_t2	84	3	59
patient1	patient1_t2	84	4	0
patient1	patient1_t2	84	5	36
patient1	patient1_t2	84	6	5
patient1	patient1_t2	85	1	0
patient1	patient1_t2	85	2	0
patient1	patient1_t2	85	3	49
patient1	patient1_t2	85	4	8
patient1	patient1_t2	85	5	39
patient1	patient1_t2	85	6	4
patient1	patient1_t2	86	1	0
patient1	patient1_t2	86	2	0
patient1	patient1_t2	86	3	59
patient1	patient1_t2	86	4	6
patient1	patient1_t2	86	5	32
patient1	patient1_t2	86	6	3
patient1	patient1_t2	87	1	0
patient1	patient1_t2	87	2	1
patient1	patient1_t2	87	3	61
patient1	patient1_t2	87	4	0
patient1	patient1_t2	87	5	33
patient1	patient1_t2	87	6	5
patient1	patient1_t2	88	1	0
patient1	patient1_t2	88	2	1
patient1	patient1_t2	88	3	54
patient1	patient1_t2	88	4	0
patient1	patient1_t2	88	5	39
patient1	patient1_t2	88	6	6
patient1	patient1_t2	89	1	0
patient1	patient1_t2	89	2	0
patient1	patient1_t2	89	3	57
patient1	patient1_t2	89	4	0
patient1	patient1_t2	89	5	37
patient1	patient1_t2	89	6	6
patient1	patient1_t2	90	1	0
patient1	patient1_t2	90	2	1
patient1	patient1_t2	90	3	57
patient1	patient1_t2	90	4	0
patient1	patient1_t2	90	5	36
patient1	patient1_t2	90	6	6
patient1	patient1_t2	91	1	0
patient1	patient1_t2	91	2	0
patient1	patient1_t2	91	3	49
patient1	patient1_t2	91	4	8
patient1	patient1_t2	91	5	40
patient1	patient1_t2	91	6	3
patient1	patient1_t2	92	1	0
patient1	patient1_t2	92	2	0
patient1	patient1_t2	92	3	56
patient1	patient1_t2	92	4	1
patient1	patient1_t2	92	5	38
patient1	patient1_t2	92	6	5
patient1	patient1_t2	93	1	0
patient1	patient1_t2	93	2	1
patient1	patient1_t2	93	3	57
patient1	patient1_t2	93	4	0
patient1	patient1_t2	93	5	36
patient1	patient1_t2	93	6	6
patient1	patient1_t2	94	1	0
patient1	patient1_t2	94	2	0
patient1	patient1_t2	94	3	51
patient1	patient1_t2	94	4	7
patient1	patient1_t2	94	5	34
patient1	patient1_t2	94	6	8
patient1	patient1_t2	95	1	0
patient1	patient1_t2	95	2	0
patient1	patient1_t2	95	3	52
patient1	patient1_t2	95	4	8
patient1	patient1_t2	95	5	32
patient1	patient1_t2	95	6	8
patient1	patient1_t2	96	1	0
patient1	patient1_t2	96	2	0
patient1	patient1_t2	96	3	51
patient1	patient1_t2	96	4	7
patient1	patient1_t2	96	5	37
patient1	patient1_t2	96	6	5
patient1	patient1_t2	97	1	0
patient1	patient1_t2	97	2	0
patient1	patient1_t2	97	3	67
patient1	patient1_t2	97	4	0
patient1	patient1_t2	97	5	29
patient1	patient1_t2	97	6	4
patient1	patient1_t2	98	1	0
patient1	patient1_t2	98	2	0
patient1	patient1_t2	98	3	54
patient1	patient1_t2	98	4	7
patient1	patient1_t2	98	5	33
patient1	patient1_t2	98	6	6
patient1	patient1_t2	99	1	0
patient1	patient1_t2	99	2	0
patient1	patient1_t2	99	3	57
patient1	patient1_t2	99	4	0
patient1	patient1_t2	99	5	39
patient1	patient1_t2	99	6	4
patient1	patient1_t2	100	1	0
patient1	patient1_t2	100	2	0
patient1	patient1_t2	100	3	59
patient1	patient1_t2	100	4	0
patient1	patient1_t2	100	5	35
patient1	patient1_t2	100	6	5
patient1	patient1_t2	101	1	0
patient1	patient1_t2	101	2	0
patient1	patient1_t2	101	3	60
patient1	patient1_t2	101	4	0
patient1	patient1_t2	101	5	31
patient1	patient1_t2	101	6	9
patient1	patient1_t2	102	1	0
patient1	patient1_t2	102	2	0
patient1	patient1_t2	102	3	52
patient1	patient1_t2	102	4	7
patient1	patient1_t2	102	5	36
patient1	patient1_t2	102	6	5
patient1	patient1_t2	103	1	0
patient1	patient1_t2	103	2	0
patient1	patient1_t2	103	3	55
patient1	patient1_t2	103	4	9
patient1	patient1_t2	103	5	31
patient1	patient1_t2	103	6	5
patient1	patient1_t2	104	1	0
patient1	patient1_t2	104	2	0
patient1	patient1_t2	104	3	62
patient1	patient1_t2	104	4	0
patient1	patient1_t2	104	5	32
patient1	patient1_t2	104	6	6
patient1	patient1_t2	105	1	0
patient1	patient1_t2	105	2	0
patient1	patient1_t2	105	3	54
patient1	patient1_t2	105	4	7
patient1	patient1_t2	105	5	34
patient1	patient1_t2	105	6	5
patient1	patient1_t2	106	1	0
patient1	patient1_t2	106	2	0
patient1	patient1_t2	106	3	64
patient1	patient1_t2	106	4	0
patient1	patient1_t2	106	5	32
patient1	patient1_t2	106	6	4
patient1	patient1_t2	107	1	0
patient1	patient1_t2	107	2	0
patient1	patient1_t2	107	3	54
patient1	patient1_t2	107	4	8
patient1	patient1_t2	107	5	33
patient1	patient1_t2	107	6	5
patient1	patient1_t2	108	1	0
patient1	patient1_t2	108	2	0
patient1	patient1_t2	108	3	54
patient1	patient1_t2	108	4	0
patient1	patient1_t2	108	5	41
patient1	patient1_t2	108	6	5
patient1	patient1_t2	109	1	0
patient1	patient1_t2	109	2	0
patient1	patient1_t2	109	3	64
patient1	patient1_t2	109	4	0
patient1	patient1_t2	109	5	30
patient1	patient1_t2	109	6	6
patient1	patient1_t2	110	1	0
patient1	patient1_t2	110	2	0
patient1	patient1_t2	110	3	51
patient1	patient1_t2	110	4	7
patient1	patient1_t2	110	5	38
patient1	patient1_t2	110	6	4
patient1	patient1_t2	111	1	0
patient1	patient1_t2	111	2	0
patient1	patient1_t2	111	3	61
patient1	patient1_t2	111	4	0
patient1	patient1_t2	111	5	34
patient1	patient1_t2	111	6	4
patient1	patient1_t2	112	1	0
patient1	patient1_t2	112	2	0
patient1	patient1_t2	112	3	49
patient1	patient1_t2	112	4	9
patient1	patient1_t2	112	5	37
patient1	patient1_t2	112	6	5
patient1	patient1_t2	113	1	0
patient1	patient1_t2	113	2	0
patient1	patient1_t2	113	3	50
patient1	patient1_t2	113	4	8
patient1	patient1_t2	113	5	36
patient1	patient1_t2	113	6	6
patient1	patient1_t2	114	1	0
patient1	patient1_t2	114	2	0
patient1	patient1_t2	114	3	46
patient1	patient1_t2	114	4	9
patient1	patient1_t2	114	5	40
patient1	patient1_t2	114	6	5
patient1	patient1_t2	115	1	0
patient1	patient1_t2	115	2	0
patient1	patient1_t2	115	3	50
patient1	patient1_t2	115	4	8
patient1	patient1_t2	115	5	38
patient1	patient1_t2	115	6	4
patient1	patient1_t2	116	1	0
patient1	patient1_t2	116	2	0
patient1	patient1_t2	116	3	56
patient1	patient1_t2	116	4	0
patient1	patient1_t2	116	5	36
patient1	patient1_t2	116	6	8
patient1	patient1_t2	117	1	0
patient1	patient1_t2	117	2	0
patient1	patient1_t2	117	3	55
patient1	patient1_t2	117	4	0
patient1	patient1_t2	117	5	39
patient1	patient1_t2	117	6	6
patient1	patient1_t2	118	1	0
patient1	patient1_t2	118	2	0
patient1	patient1_t2	118	3	58
patient1	patient1_t2	118	4	0
patient1	patient1_t2	118	5	36
patient1	patient1_t2	118	6	6
patient1	patient1_t2	119	1	0
patient1	patient1_t2	119	2	0
patient1	patient1_t2	119	3	53
patient1	patient1_t2	119	4	0
patient1	patient1_t2	119	5	40
patient1	patient1_t2	119	6	7
patient1	patient1_t2	120	1	0
patient1	patient1_t2	120	2	0
patient1	patient1_t2	120	3	57
patient1	patient1_t2	120	4	0
patient1	patient1_t2	120	5	39
patient1	patient1_t2	120	6	4
patient1	patient1_t2	121	1	0
patient1	patient1_t2	121	2	0
patient1	patient1_t2	121	3	52
patient1	patient1_t2	121	4	7
patient1	patient1_t2	121	5	34
patient1	patient1_t2	121	6	7
patient1	patient1_t2	122	1	0
patient1	patient1_t2	122	2	1
patient1	patient1_t2	122	3	65
patient1	patient1_t2	122	4	0
patient1	patient1_t2	122	5	29
patient1	patient1_t2	122	6	5
patient1	patient1_t2	123	1	0
patient1	patient1_t2	123	2	0
patient1	patient1_t2	123	3	63
patient1	patient1_t2	123	4	0
patient1	patient1_t2	123	5	33
patient1	patient1_t2	123	6	4
patient1	patient1_t2	124	1	0
patient1	patient1_t2	124	2	0
patient1	patient1_t2	124	3	61
patient1	patient1_t2	124	4	0
patient1	patient1_t2	124	5	36
patient1	patient1_t2	124	6	3
patient1	patient1_t2	125	1	0
patient1	patient1_t2	125	2	0
patient1	patient1_t2	125	3	58
patient1	patient1_t2	125	4	6
patient1	patient1_t2	125	5	32
patient1	patient1_t2	125	6	4
patient1	patient1_t2	126	1	0
patient1	patient1_t2	126	2	3
patient1	patient1_t2	126	3	55
patient1	patient1_t2	126	4	0
patient1	patient1_t2	126	5	35
patient1	patient1_t2	126	6	7
patient1	patient1_t2	127	1	0
patient1	patient1_t2	127	2	0
patient1	patient1_t2	127	3	60
patient1	patient1_t2	127	4	0
patient1	patient1_t2	127	5	35
patient1	patient1_t2	127	6	5
patient1	patient1_t2	128	1	0
patient1	patient1_t2	128	2	0
patient1	patient1_t2	128	3	53
patient1	patient1_t2	128	4	8
patient1	patient1_t2	128	5	34
patient1	patient1_t2	128	6	5
patient1	patient1_t2	129	1	0
patient1	patient1_t2	129	2	1
patient1	patient1_t2	129	3	63
patient1	patient1_t2	129	4	0
patient1	patient1_t2	129	5	31
patient1	patient1_t2	129	6	5
patient1	patient1_t2	130	1	0
patient1	patient1_t2	130	2	0
patient1	patient1_t2	130	3	56
patient1	patient1_t2	130	4	9
patient1	patient1_t2	130	5	30
patient1	patient1_t2	130	6	5
patient1	patient1_t2	131	1	0
patient1	patient1_t2	131	2	0
patient1	patient1_t2	131	3	47
patient1	patient1_t2	131	4	7
patient1	patient1_t2	131	5	41
patient1	patient1_t2	131	6	5
patient1	patient1_t2	132	1	0
patient1	patient1_t2	132	2	0
patient1	patient1_t2	132	3	50
patient1	patient1_t2	132	4	8
patient1	patient1_t2	132	5	37
patient1	patient1_t2	132	6	5
patient1	patient1_t2	133	1	0
patient1	patient1_t2	133	2	0
patient1	patient1_t2	133	3	61
patient1	patient1_t2	133	4	0
patient1	patient1_t2	133	5	32
patient1	patient1_t2	133	6	7
patient1	patient1_t2	134	1	0
patient1	patient1_t2	134	2	1
patient1	patient1_t2	134	3	58
patient1	patient1_t2	134	4	0
patient1	patient1_t2	134	5	36
patient1	patient1_t2	134	6	5
patient1	patient1_t2	135	1	0
patient1	patient1_t2	135	2	1
patient1	patient1_t2	135	3	59
patient1	patient1_t2	135	4	0
patient1	patient1_t2	135	5	34
patient1	patient1_t2	135	6	6
patient1	patient1_t2	136	1	0
patient1	patient1_t2	136	2	0
patient1	patient1_t2	136	3	53
patient1	patient1_t2	136	4	8
patient1	patient1_t2	136	5	33
patient1	patient1_t2	136	6	6
patient1	patient1_t2	137	1	0
patient1	patient1_t2	137	2	0
patient1	patient1_t2	137	3	63
patient1	patient1_t2	137	4	0
patient1	patient1_t2	137	5	33
patient1	patient1_t2	137	6	4
patient1	patient1_t2	138	1	0
patient1	patient1_t2	138	2	0
patient1	patient1_t2	138	3	46
patient1	patient1_t2	138	4	10
patient1	patient1_t2	138	5	40
patient1	patient1_t2	138	6	4
patient1	patient1_t2	139	1	0
patient1	patient1_t2	139	2	0
patient1	patient1_t2	139	3	67
patient1	patient1_t2	139	4	0
patient1	patient1_t2	139	5	27
patient1	patient1_t2	139	6	6
patient1	patient1_t2	140	1	0
patient1	patient1_t2	140	2	1
patient1	patient1_t2	140	3	58
patient1	patient1_t2	140	4	0
patient1	patient1_t2	140	5	35
patient1	patient1_t2	140	6	6
patient1	patient1_t2	141	1	0
patient1	patient1_t2	141	2	0
patient1	patient1_t2	141	3	58
patient1	patient1_t2	141	4	0
patient1	patient1_t2	141	5	37
patient1	patient1_t2	141	6	5
patient1	patient1_t2	142	1	0
patient1	patient1_t2	142	2	0
patient1	patient1_t2	142	3	52
patient1	patient1_t2	142	4	7
patient1	patient1_t2	142	5	38
patient1	patient1_t2	142	6	3
patient1	patient1_t2	143	1	0
patient1	patient1_t2	143	2	0
patient1	patient1_t2	143	3	51
patient1	patient1_t2	143	4	8
patient1	patient1_t2	143	5	36
patient1	patient1_t2	143	6	5
patient1	patient1_t2	144	1	0
patient1	patient1_t2	144	2	0
patient1	patient1_t2	144	3	56
patient1	patient1_t2	144	4	0
patient1	patient1_t2	144	5	38
patient1	patient1_t2	144	6	6
patient1	patient1_t2	145	1	0
patient1	patient1_t2	145	2	0
patient1	patient1_t2	145	3	60
patient1	patient1_t2	145	4	0
patient1	patient1_t2	145	5	33
patient1	patient1_t2	145	6	7
patient1	patient1_t2	146	1	0
patient1	patient1_t2	146	2	0
patient1	patient1_t2	146	3	63
patient1	patient1_t2	146	4	0
patient1	patient1_t2	146	5	33
patient1	patient1_t2	146	6	4
patient1	patient1_t2	147	1	0
patient1	patient1_t2	147	2	0
patient1	patient1_t2	147	3	54
patient1	patient1_t2	147	4	6
patient1	patient1_t2	147	5	35
patient1	patient1_t2	147	6	5
patient1	patient1_t2	148	1	0
patient1	patient1_t2	148	2	2
patient1	patient1_t2	148	3	60
patient1	patient1_t2	148	4	0
patient1	patient1_t2	148	5	33
patient1	patient1_t2	148	6	5
patient1	patient1_t2	149	1	0
patient1	patient1_t2	149	2	0
patient1	patient1_t2	149	3	53
patient1	patient1_t2	149	4	0
patient1	patient1_t2	149	5	41
patient1	patient1_t2	149	6	6
patient1	patient1_t2	150	1	0
patient1	patient1_t2	150	2	0
patient1	patient1_t2	150	3	51
patient1	patient1_t2	150	4	8
patient1	patient1_t2	150	5	35
patient1	patient1_t2	150	6	6
patient1	patient1_t2	151	1	0
patient1	patient1_t2	151	2	1
patient1	patient1_t2	151	3	58
patient1	patient1_t2	151	4	0
patient1	patient1_t2	151	5	36
patient1	patient1_t2	151	6	5
patient1	patient1_t2	152	1	0
patient1	patient1_t2	152	2	0
patient1	patient1_t2	152	3	54
patient1	patient1_t2	152	4	8
patient1	patient1_t2	152	5	34
patient1	patient1_t2	152	6	4
patient1	patient1_t2	153	1	0
patient1	patient1_t2	153	2	0
patient1	patient1_t2	153	3	51
patient1	patient1_t2	153	4	8
patient1	patient1_t2	153	5	35
patient1	patient1_t2	153	6	6
patient1	patient1_t2	154	1	0
patient1	patient1_t2	154	2	0
patient1	patient1_t2	154	3	47
patient1	patient1_t2	154	4	8
patient1	patient1_t2	154	5	39
patient1	patient1_t2	154	6	6
patient1	patient1_t2	155	1	0
patient1	patient1_t2	155	2	0
patient1	patient1_t2	155	3	53
patient1	patient1_t2	155	4	11
patient1	patient1_t2	155	5	31
patient1	patient1_t2	155	6	5
patient1	patient1_t2	156	1	0
patient1	patient1_t2	156	2	0
patient1	patient1_t2	156	3	52
patient1	patient1_t2	156	4	8
patient1	patient1_t2	156	5	34
patient1	patient1_t2	156	6	6
patient1	patient1_t2	157	1	0
patient1	patient1_t2	157	2	0
patient1	patient1_t2	157	3	49
patient1	patient1_t2	157	4	9
patient1	patient1_t2	157	5	37
patient1	patient1_t2	157	6	5
patient1	patient1_t2	158	1	0
patient1	patient1_t2	158	2	0
patient1	patient1_t2	158	3	58
patient1	patient1_t2	158	4	7
patient1	patient1_t2	158	5	30
patient1	patient1_t2	158	6	5
patient1	patient1_t2	159	1	0
patient1	patient1_t2	159	2	2
patient1	patient1_t2	159	3	60
patient1	patient1_t2	159	4	0
patient1	patient1_t2	159	5	31
patient1	patient1_t2	159	6	7
patient1	patient1_t2	160	1	0
