Chromosome	Start.bp	End.bp	mu.major	mu.minor	n_probes	length	tau	sigma.minor	sigma.major
11	97793545	98824378	1.0	0.55	4203	20232531	1.7292250999999998	0.0003055091938295874	0.004865511323294131
11	98824378	105396129	1.0	1.0	1808	3792041	0.42165949999999996	0.002385483688667738	0.03869729151480138
11	105396129	106650287	1.1	1.0	893	87769925	2.5191196	0.003362502761517818	0.007001496548368095
11	106650287	111143213	1.0	1.0	525	22112093	4.013928	0.013178002023510767	0.013506171129028586
11	111143213	113514454	1.0	0.0	5181	53021482	4.7065022999999995	0.0024141010330763694	0.043418070176895855
11	113514454	115245106	1.0	1.0	4520	72826337	2.3416688999999997	0.0006144708181444589	0.019329084190812657
11	115245106	115637531	1.0	0.0	494	7385810	3.9825879	0.0025132876022434148	0.01707162425232728
11	115637531	115875584	1.0	0.0	5463	55125613	2.2445261999999997	0.003991937601546221	0.009478826462727671
11	115875584	116341612	1.0	0.0	2687	83793153	3.059857	0.0010424200850104974	0.02659095393729402
11	116341612	125664816	1.0	1.0	2177	92716676	2.9555213	0.005907296111598478	0.008107113836535729
11	125664816	128246830	1.4	1.0	5784	30675355	5.3679895	0.002160262454096638	0.0035580173374032916
11	128246830	135006516	1.0	1.0	5702	15828935	2.5847713999999997	0.0018276745860565911	0.009618830377342012
12	1	4450451	1.0	1.0	4788	62445834	3.4921868999999996	0.005325676790347055	0.03495246031612817
12	4450451	7215434	1.15	1.0	2796	71336862	2.6854168	0.004818062481525365	0.04000026564637736
12	7215434	7560462	1.15	0.9	8	89515412	3.633095	0.003159915334526959	0.01099572297240069
12	7560462	8182646	1.15	1.0	5867	89675645	4.5168029999999995	0.014534462342626332	0.015462573598536955
12	8182646	17365560	1.0	1.0	2960	9441530	0.5683348	0.0037023005409869292	0.021280740230539243
12	17365560	18410392	3.0	1.0	1893	38511485	4.0005529	0.0016238949666193985	0.01207006052643784
12	18410392	21344027	1.0	1.0	1851	96973337	1.1207354	0.0066185624520710504	0.015174782606757087
12	21344027	22692312	1.0	0.97	3753	19896084	5.233624	0.005117222771933169	0.011613714809762907
12	22692312	41591043	1.0	1.0	4525	41854838	2.6406967999999997	0.010780817362594865	0.018795801530534017
12	41591043	44978527	1.9	1.0	3570	85873499	4.8791841	0.012988886054350491	0.025130514287387776
12	44978527	50875142	1.0	1.0	923	60174460	3.5790734	0.004007435022537631	0.032557865136203366
12	50875142	52755312	3.0	1.0	2247	93136660	4.0847432999999995	0.007412403783206555	0.025629727789301254
12	52755312	54702970	1.0	1.0	4253	47686439	1.4241469	0.005054313979767922	0.015013064630419768
12	54702970	60234143	2.0	1.0	1442	57655281	2.0560210999999997	0.00818555277399417	0.016542609954496867
12	60234143	64282115	1.0	1.0	2530	40623623	5.531722299999999	0.0026131211798825294	0.00263713517188434
12	64282115	64983524	1.0	0.0	2126	15749795	2.0979365999999997	0.0021391792617830334	0.010658803060418602
12	64983524	66748981	1.0	0.0	2025	53364608	0.6016435	0.00024294192276254331	0.0023647862188269494
12	66748981	68374633	1.0	0.0	5718	84157300	5.1669507999999995	0.018686068546378463	0.03247757420492943
12	68374633	72619512	1.0	1.0	2809	62014036	4.9391399	0.0011134208629718886	0.01580428567861897
12	72619512	73151471	1.03	1.0	2367	73912617	4.4315809999999995	0.0002773979921921154	0.010323419331414469
12	73151471	74391784	1.0	1.0	1659	21113882	1.905994	0.0051303738302470635	0.015499002954097353
12	74391784	76245094	2.0	1.0	4482	78215773	2.3166278	0.006145201776025641	0.014563358984643608
12	76245094	83112812	1.0	1.0	5215	98471374	2.6424773999999998	0.008048870725994878	0.016402715756920278
12	83112812	85333185	1.6	1.0	4668	37477784	4.6328092	0.03251099393772903	0.04386630693111274
12	85333185	88776130	2.0	1.6	3923	62467878	0.9448019	0.0036600767630618957	0.029304529709483905
12	88776130	89620053	1.6	0.0	1240	2626641	4.1095535	0.001693618246077209	0.00477063504164156
12	89620053	92422896	1.0	0.0	2748	93859972	5.3043428	0.0028072903912147048	0.005540116722047746
12	92422896	95454199	1.0	0.0	5814	16852386	5.1014393	0.0019037327706200472	0.003171570100329895
12	95454199	100424615	1.0	1.0	4966	30675583	5.056807	0.003198673452007111	0.020074761935644433
12	100424615	102509292	1.0	0.0	3266	8618107	5.1122757	0.013094415213034423	0.03067656654221453
12	102509292	104884726	0.9	0.0	3794	91088478	2.6106555	0.003216118651144259	0.020068333787152448
12	104884726	105049599	0.9	0.0	714	62250931	4.0729901	0.01675682629196115	0.029633521282782786
12	105049599	105205751	0.9	0.0	4909	55295829	4.433614899999999	0.0044247289358282605	0.011559711640606304
12	105205751	105649377	0.0	0.0	155	60999014	1.9881069	0.0031986254312243675	0.013416244048235071
12	105649377	107045628	0.9	0.0	653	64513300	2.5904667	0.0006827018351790509	0.02017803958745505
12	107045628	110323860	1.0	0.0	490	73409779	2.4669572	0.0013291621350808194	0.016305359360745956
12	110323860	118301047	1.0	1.0	1729	90746568	3.3978588999999997	0.0061369133757042385	0.01546725624741716
12	118301047	120056589	2.0	1.0	2272	99371863	0.1574768	0.006681399485953535	0.00917940675622346
12	120056589	122816933	1.0	1.0	3078	50866478	0.4694217	2.5625255412292498e-05	0.02363087683146942
12	122816933	123831332	2.0	1.0	3893	21742218	5.5042181	0.0010748035316350717	0.017113957879008036
12	123831332	133851895	1.0	1.0	5149	68474459	0.7508720999999999	0.015581769843641582	0.01912617587604906
13	1	2954645	1.0	1.0	2896	2282116	5.806867	0.012035618936389237	0.016272452490810833
13	2954645	4668156	1.0	0.4	5468	93328754	2.9772263999999997	0.003909174165187895	0.03890184985388698
13	4668156	21436020	1.0	1.0	1472	22066337	5.1368865999999995	0.00441823239644651	0.009531823843238689
13	21436020	21901870	2.0	1.0	3976	57430954	1.7908807	0.004976699916500294	0.018892853901893613
13	21901870	25491632	1.0	1.0	1271	37142658	5.0915395	0.005374663210225874	0.01483353870492498
13	25491632	26717879	2.0	1.0	1750	49172717	4.1027376	0.005929155664874711	0.02001534553604313
13	26717879	29232142	2.0	1.0	4005	513394	3.0541603999999998	0.0005276337201632365	0.014742468725358133
13	29232142	31045433	2.0	1.0	5193	33604795	0.7847723	0.0001864208604175674	0.003855955106885298
13	31045433	31420807	3.0	2.0	3385	50006911	1.6918894999999998	1.2291685371707043e-05	0.003502171566621595
13	31420807	31521518	2.0	0.0	36	73348587	0.9687203999999999	0.00941107692921426	0.017990166061144414
13	31521518	31552206	2.0	0.0	2931	56370870	4.2127864	0.013081359487475207	0.06257879229008656
13	31552206	31641299	2.0	0.0	4216	89911907	4.3311999	0.00307813145628206	0.010546960371340766
13	31641299	32503707	1.0	0.0	4937	8574477	3.0262624	0.001302610072143364	0.013944367216721954
13	32503707	33966661	1.0	0.0	979	71678348	2.0424651	0.006458722659939733	0.030489055593989733
13	33966661	34363261	0.97	0.0	2291	21089566	4.050949	0.00042132815078225105	0.0036543545375752446
13	34363261	34972838	1.94	0.0	4390	41674694	4.348197	0.0007470168642483705	0.0016852665381387015
13	34972838	35531802	1.94	0.0	381	4650407	1.8901355999999998	0.013246469092710138	0.04071555545146103
13	35531802	36678426	1.94	0.0	1438	50180059	2.5603077	0.0017394096611576038	0.025259622090366418
13	36678426	37875195	1.94	1.0	1719	38702281	5.7839133	0.0016361730535719105	0.012795017584756055
13	37875195	39079381	2.0	1.0	1800	40664635	5.2663747	0.0010742810540647352	0.009646218136164545
13	39079381	46384323	1.0	1.0	4406	53581323	2.2915617	0.0017586104688503384	0.005175605771646632
13	46384323	49697375	6.0	1.0	2270	83638860	5.9977431	0.00428435895448715	0.014107467513822677
13	49697375	49899359	8.0	1.0	4372	41751077	0.32964099999999996	0.0021008439521824035	0.02019517380586588
13	49899359	50485304	3.0	1.0	3788	59745183	1.113435	0.007694381586683927	0.01637342831229873
13	50485304	52301489	1.0	1.0	3924	40095088	2.941802	0.0015573988620528234	0.01048221687303128
13	52301489	52529547	1.45	1.0	5638	65588332	1.7825592	0.0017114349426270794	0.0035222191118390524
13	52529547	53247230	1.0	1.0	1077	83024207	5.5240382	0.00225837614943103	0.00370622140613603
13	53247230	53673924	1.0	0.0	4706	16049087	2.3943585	0.005728716766838632	0.013824176212840768
13	53673924	54717054	1.0	0.0	5662	9827536	3.2542011	0.0022696537812012464	0.0030483771134772277
13	54717054	55771131	1.9	1.0	602	59821439	5.2515469	0.003954035072154872	0.01760159069784974
13	55771131	56005335	2.9	1.0	1773	5836696	3.5641119	0.008573905340490552	0.0211764452826871
13	56005335	56627766	2.0	1.0	1925	70537205	5.7515841	0.00889540632600794	0.014873510124364386
13	56627766	57584939	2.0	0.0	5813	36039932	3.8405806	0.0011057259950149633	0.0014230340287688032
13	57584939	58074731	3.0	0.0	5254	3598101	3.1832119999999997	0.0004162772419306516	0.0036170854773627846
13	58074731	60202570	2.0	0.0	3627	9004604	4.4408364	0.0025152607467563703	0.01729915820750044
13	60202570	64505719	0.0	0.0	2079	39416743	1.0274417	0.0035162443583953017	0.00910366099048082
13	64505719	65208136	2.0	0.0	3753	61365757	4.3634257	0.003531368109698701	0.0035341869647356077
13	65208136	66333218	2.0	1.0	3417	52541098	4.4241336	0.010045017318277455	0.015727435151718896
13	66333218	67395724	2.0	0.97	4358	4991571	1.5532336999999998	0.00757836910016829	0.028309531896434332
13	67395724	67433858	2.0	1.0	5441	94702426	5.9002335	0.0026052912268027324	0.006276174371256548
13	67433858	71118294	2.0	1.9	791	87481002	3.3493371	0.0010632641266556824	0.01801244309101488
13	71118294	71495834	1.9	1.4	5669	85697725	4.2959865	0.0019062062842043945	0.017721717367284753
13	71495834	74367922	2.0	1.9	3850	48679896	0.8092034	0.0011000461200636916	0.002622121659642206
13	74367922	75097252	2.0	1.0	1058	44556543	2.9575806	0.0069158719768753285	0.022765920805462685
13	75097252	75650873	2.0	2.0	5252	10528065	3.6675172999999996	0.0005876620943329688	0.005719346855872054
13	75650873	76407111	3.8	2.0	5011	45039871	2.3220560999999997	0.015919550832803414	0.02369296421725221
13	76407111	76505891	2.0	2.0	5422	41814169	4.2710592	0.0005373118540896863	0.020145682649627995
13	76505891	78418949	2.0	1.0	2316	35466568	4.3562522	0.0006708664365170518	0.006734404573920258
13	78418949	80581474	4.0	1.0	1058	89138514	2.0792199	0.0031238009213718112	0.03893687324944337
13	80581474	85475417	2.0	1.0	511	4546791	1.2757055	0.010592835229967653	0.026722741366191852
13	85475417	85681164	1.9	1.0	3011	3472821	2.9327926	0.00601125086568344	0.01711146796735613
13	85681164	86880667	2.0	1.0	3667	90053005	0.2366364	0.0011782972966642715	0.0029838406134937378
13	86880667	87395580	1.8	1.0	4137	80357600	4.0656479	0.001990442795529411	0.0037880969468258243
13	87395580	87802891	3.6	1.0	4770	53341246	5.7787587	0.004089390770974033	0.008700243572981851
13	87802891	88295479	1.8000000000000003	1.0	1509	23042428	2.7240058	0.0003078534342261151	0.0017539710349533434
13	88295479	89047610	2.2	1.0	5715	28790000	0.3385283	0.005852199167352312	0.008850406289586618
13	89047610	90415302	4.0	1.0	2426	15485930	5.268902499999999	0.0017444593653461943	0.009841820769994026
13	90415302	102125986	2.0	1.0	3620	77098382	4.079407499999999	0.006663349988076165	0.016135602873936825
13	102125986	103070172	2.0	1.3	2989	4624861	2.6038799999999998	0.00021426474051660854	0.004621282950065739
13	103070172	103220266	3.2	1.3	3894	77528195	4.7992874	0.016768445599691456	0.024513354782012498
13	103220266	105490165	3.2	1.0	1254	89869560	1.1303864	0.004868223615422524	0.017760149123330026
13	105490165	108131257	2.0	1.0	794	86861917	2.4035971	0.005196080663306652	0.008526393243721193
13	108131257	108256354	1.4	1.0	466	56200818	2.7496999	0.006185147796629112	0.008888297503345377
13	108256354	110238034	2.0	1.0	5483	68900634	1.7604324999999998	0.0074596506949099	0.017058552616594665
13	110238034	113651436	2.0	0.0	5748	31237578	2.2316588	0.004249438489028217	0.0218891517425487
13	113651436	114212074	2.0	0.0	5449	90256881	0.0066768	0.0010466366804467177	0.006972860316905139
13	114212074	114857019	2.0	0.95	4055	17753126	2.9532133999999997	0.00030792355168745336	0.0006825088613697616
13	114857019	115169878	2.0	1.0	1376	24385862	2.5232454	0.0036936518000814885	0.02277848572931844
14	1	24407078	1.0	0.0	1412	45721078	3.7532455999999996	0.001451740297134251	0.014085130261707218
14	24407078	26585175	1.0	0.0	2050	66874839	4.9100505	0.0035994054400361485	0.005703030024800162
14	26585175	27018731	0.9	0.0	2810	18538855	4.7120086	0.0008162330091607858	0.0016292194473610717
14	27018731	27555344	1.0	0.0	4981	80784340	4.4980017	0.0019913247860402173	0.0025479024693371294
14	27555344	29855180	1.0	0.0	4506	32686417	0.6715671	0.0015669913598181364	0.0025794563689864104
14	29855180	31426576	0.0	0.0	2182	36172743	5.5442672	0.0015945754678618994	0.011154791007010709
14	31426576	36365612	1.0	0.0	1373	16369715	5.809825099999999	0.0030664608914014626	0.02977680276457311
14	36365612	37197049	1.0	0.0	2371	59686527	4.2687821999999995	0.005102757524318558	0.01708314755257309
14	37197049	45529817	1.0	0.0	3205	29573578	5.7482061	3.505615066195321e-05	0.006781891273952542
14	45529817	45547298	1.0	0.0	167	37289429	4.668888	0.00314583749139483	0.02035238054757806
14	45547298	46959243	1.0	0.0	3233	13250785	4.3217283	0.0023220904369812318	0.010473653120248862
14	46959243	50254055	0.0	0.0	2825	36654770	1.1618667999999999	0.0052792239202922985	0.016545478021203736
14	50254055	50858074	0.0	0.0	5080	10595010	3.0185141	0.005333103254592984	0.012740506130034412
14	50858074	51137756	0.0	0.0	5510	36370417	5.9207243	0.002579638325229077	0.0040214209778830865
14	51137756	53522682	0.0	0.0	3243	12349166	4.8584578	0.0006740453020828935	0.007571590631496546
14	53522682	53674770	1.0	0.0	4260	3237614	4.625143899999999	0.003965496563544455	0.01662988175964166
14	53674770	54245403	1.6	1.0	3	44564924	1.0762728	0.008967575708411401	0.026525680276697296
14	54245403	54920044	1.0	1.0	3968	77389356	5.9453911	0.002318586127286332	0.008083547088131353
14	54920044	57096089	1.0	0.0	5448	66934376	4.837921	0.004282664298857082	0.005337848218411715
14	57096089	59748321	1.0	1.0	4634	28686040	3.2602214999999997	0.0044363129051585995	0.022548689394835328
14	59748321	61189509	1.0	0.95	2987	35761826	3.0485404999999997	0.003157538056182826	0.004370141378779512
14	61189509	65690148	1.0	1.0	4113	26785684	2.8870429	0.0015765027255179765	0.018530275716051637
14	65690148	67124928	2.2	1.0	3931	46717387	5.5294668	0.004904053480350456	0.009647589283845045
14	67124928	67277247	1.0	1.0	2699	66428588	0.7723694	0.006908236352107795	0.04471485987341537
14	67277247	72824037	3.0	1.0	1071	9248347	5.682190299999999	0.004083301530081759	0.020031077305192234
14	72824037	73857358	1.0	1.0	3501	69606369	1.1360961	0.0013496498406174828	0.0020159846643601027
14	73857358	74976620	3.0	1.0	425	20426081	4.3695892	0.0006917808491096257	0.008807771528961218
14	74976620	80633655	1.0	1.0	4538	16497800	4.1042293	0.0025151456619969866	0.008070214898242665
14	80633655	82244245	1.0	0.0	241	79076456	5.6079076	0.007930362811005873	0.01628258020112047
14	82244245	85727236	1.0	1.0	4090	2219424	2.1587150999999998	0.01703656835021688	0.0383485575940094
14	85727236	87380499	2.0	1.0	370	15518062	2.1773217	0.001603571825005114	0.005692900072540548
14	87380499	99126276	1.0	1.0	5736	95493388	2.1670034	0.014084712468336794	0.015909148301851982
14	99126276	102585931	1.0	0.0	644	35704090	3.2871675	0.0023963068659557003	0.006050529684387453
14	102585931	107349540	1.0	1.0	4787	76450235	0.0465974	0.0025514863477488032	0.0037692665118064313
15	1	474151	1.0	1.0	4024	34544101	4.9712648	0.007760578636775173	0.01992052440577468
15	474151	586668	1.0	0.0	2919	61721169	0.1202458	0.005377031826524823	0.020548674107907863
15	586668	734755	1.03	0.0	66	24396897	5.412081199999999	9.297513535065874e-05	0.00010593321539925479
15	734755	1879506	1.03	0.0	83	4295414	0.2477065	0.002870035794525914	0.0037857609114277297
15	1879506	4837757	1.0	0.0	4152	41027670	4.0049008	0.024111946578685428	0.032908201689719356
15	4837757	5779447	1.0	0.0	2172	34862583	1.8647311999999998	0.0018075288197459455	0.017967703312762144
15	5779447	5948219	0.7	0.0	2000	56902042	5.5596315999999995	0.002183593730754524	0.04914691586579605
15	5948219	7609004	1.0	0.0	1182	99132116	1.6555719	0.0015333375036927566	0.0023196011437121218
15	7609004	15507500	1.0	1.0	3740	8740897	0.2987707	0.009055311098902475	0.0125070689661828
15	15507500	18489826	3.0	1.0	3589	45565099	2.5906913	0.003377904067276866	0.005582316649003513
15	18489826	20076410	2.7	1.0	5100	35517752	0.5382574999999999	0.011970036895786459	0.02291899037656353
15	20076410	20745871	5.4	1.0	3612	34725096	5.6721243999999995	0.007598652077850079	0.02209035999808614
15	20745871	21517838	3.6	1.0	1386	79799269	5.521158499999999	0.003129492489164718	0.014709599887141623
15	21517838	22751695	1.0	0.9	44	96503538	3.5914083999999997	0.0034049142610899992	0.0291326799594971
15	22751695	23978389	0.9	0.9	476	93080515	3.2658932999999997	0.0007400093897477082	0.010519495717669724
15	23978389	24055880	0.9	0.44999999999999996	1194	51317686	5.6359523	0.015666418722123796	0.040586515350447806
15	24055880	24691766	0.9	0.55	2467	4911446	5.0677289	0.00011295725623332364	0.030572500754938836
15	24691766	27062445	1.0	0.55	4777	34517464	2.4903171	0.001996745830074593	0.018395197027708175
15	27062445	32435896	1.0	1.0	297	58496134	2.8670339	0.004275529385165133	0.021825230577336253
15	32435896	33341278	1.05	1.0	245	97571742	2.1140662	0.00023046334469689126	0.006732445820665053
15	33341278	33442964	1.9500000000000002	1.0	1565	92097848	1.3128128	0.00041201861280031976	0.008034162850269791
15	33442964	33797956	1.9	1.0	5177	58946234	3.5531048	0.002877650272674311	0.008700580953900581
15	33797956	35157834	1.0	1.0	4431	40994056	0.7979915999999999	0.014081636407023004	0.02900259934616088
15	35157834	36181929	1.0	0.4	4515	15592519	1.4777023999999999	0.003775127011442195	0.00911515273797139
15	36181929	36879415	1.0	1.0	4949	77111534	5.5603967	0.0014891566050278771	0.005989710703046074
15	36879415	39577735	1.0	0.4	5669	53134165	2.4832996	0.008678645840764736	0.011730028571813137
15	39577735	50589297	1.0	1.0	3470	10054629	1.0114787	0.005668013040657547	0.007406947919484442
15	50589297	51265696	3.0	1.0	5590	98198786	0.09994059999999999	0.00641179598556715	0.010106428572472393
15	51265696	52408173	3.0	1.0	5792	49963585	5.721464699999999	0.0015986762914136235	0.017085598737488897
15	52408173	54208954	1.0	1.0	1744	36172983	4.9145666	0.0018439798156172943	0.003677678281795289
15	54208954	55774173	1.0	0.55	1847	44395541	0.6999925	0.0028267550697151705	0.005887087128531063
15	55774173	63532875	1.0	1.0	274	98788546	2.8460269	0.0027889355392471107	0.008695462350178788
15	63532875	67885708	1.0	0.55	2481	18988854	3.3111146999999996	0.0002608827728140758	0.059015244806238584
15	67885708	70574754	1.0	0.0	647	34072718	4.2412109	0.009598502175401568	0.014532553190928266
15	70574754	70945491	1.0	0.0	4606	60036749	4.4043836	0.0014896647933158957	0.04285942361029166
15	70945491	72704244	1.0	0.0	5450	1469966	1.8491099	0.01046961799121312	0.017602886388568363
15	72704244	73010405	1.05	1.0	1773	75015631	1.8939496999999998	0.0005593965882611804	0.013129480244413634
15	73010405	82387736	1.0	1.0	3507	66494381	0.48398379999999996	0.0014349910438522316	0.007018719374900973
15	82387736	86337551	1.0	0.0	644	57517687	2.3953461	0.00021149001031489916	0.007799768713009224
15	86337551	98094660	1.0	1.0	546	20428469	2.0310949	0.004915845546756867	0.007792547119398562
15	98094660	98698150	1.0	0.95	514	15085275	4.1279375	0.008352660484668538	0.02311490940173905
15	98698150	102531392	1.0	1.0	4722	75739583	5.787266	0.0004673070447652452	0.007944495851061547
16	1	2171173	1.0	1.0	303	34523357	3.2849697	0.0037148181428961753	0.006598966073267319
16	2171173	2430279	4.0	1.0	2012	58886002	3.1552046999999996	0.003942967959149088	0.01700048045465113
16	2430279	4952894	4.0	2.0	55	6498268	0.2763748	0.00373602300497008	0.003954428211216142
16	4952894	4968110	4.0	2.3	975	2235764	2.0791266999999998	0.002036576320980288	0.009709508792163082
16	4968110	5824896	4.0	1.3	3724	46762936	5.384364499999999	0.006144627090001465	0.034718441561649216
16	5824896	8971091	1.3	1.0	2560	4729774	0.707332	0.011606958243300736	0.015987523520718853
16	8971091	9938041	1.0	1.0	5261	75346062	3.0379452	0.005166864781499932	0.010197689574158822
16	9938041	11008333	1.0	0.95	2905	38146901	3.7398368	0.00014106219497339148	0.0041500172774215395
16	11008333	11856981	0.95	0.0	5085	98095353	4.419481	0.00396533428038176	0.026576615745665038
16	11856981	12212541	0.95	0.0	4418	67504477	1.1196997	0.005924691487474819	0.008453841103749476
16	12212541	12510795	2.85	0.0	4655	83750049	4.3135750999999996	0.00380454352243774	0.015047824775503933
16	12510795	13854733	2.85	0.97	5064	17742351	2.4164681999999997	0.010156738828777165	0.024564163643339697
16	13854733	13987755	3.88	2.85	1852	37248395	0.23516379999999998	0.009138387706463066	0.016652082188246726
16	13987755	14945675	2.85	0.97	5087	88479676	0.6899929	0.008010598764176969	0.030434815078554087
16	14945675	15791626	3.0	0.97	1703	51221598	1.9918685999999999	0.0005161150834436372	0.003438847166042688
16	15791626	15844645	1.0	0.97	4060	24149841	2.1916355999999997	0.00911674357807952	0.03039450903072309
16	15844645	39373561	1.0	1.0	5663	40055047	5.455911899999999	0.00810015207491573	0.016060636484531304
16	39373561	40281374	1.0	0.0	3758	81500579	4.852977	0.004232013115303635	0.011914753304734786
16	40281374	47247470	1.0	1.0	2318	92113403	1.8300603	0.00858559920138236	0.022951508665445236
16	47247470	47902557	1.0	0.97	3127	41438341	2.0256775	0.0010022598488147211	0.027225474489713825
16	47902557	48783334	1.0	1.0	4194	50182023	3.3113151999999997	0.002082098194015249	0.016582149746104356
16	48783334	50202920	2.0	1.0	5778	26327205	0.3469742	0.0024429400279917164	0.007646363077178121
16	50202920	55151391	1.0	1.0	3660	42965706	1.5711981	0.000965303219971145	0.0058348190724943514
16	55151391	55247261	1.0	0.55	4376	60805228	0.8529308	0.0036299901009552316	0.008910351238980185
16	55247261	58529969	1.0	1.0	4585	76432335	5.6507476	0.00785570319051745	0.008294164573329772
16	58529969	58641481	2.0	1.0	3830	72018592	5.331186799999999	0.0008688322676272564	0.010582479046765405
16	58641481	64532523	1.0	1.0	4160	44216715	5.4726590999999996	0.004637413536914439	0.01118327215197419
16	64532523	67235278	1.0	0.7	1083	52876275	0.6891851999999999	0.0032017994922271483	0.012894124629471575
16	67235278	69015596	1.0	1.0	3091	30652062	4.3362884	0.0031437334846443573	0.007481186512529024
16	69015596	69821866	1.0	0.7	4105	12940158	4.9768932	0.00017278378727288073	0.0033517967213536532
16	69821866	70270924	1.0	1.0	798	79145826	1.2601285	0.004322576227037166	0.025892737774271653
16	70270924	71917864	1.0	0.7	2585	27255207	4.2198288	0.000397625325522032	0.024303745864175618
16	71917864	75661149	0.7	0.7	4561	78177791	1.805138	0.005405109347554088	0.010754167361754153
16	75661149	79488317	0.7	0.0	2257	63161868	4.4533035	0.002382012731437857	0.008383295749714135
16	79488317	80895151	0.7	0.7	1736	99683856	5.4271017	0.014760472039673614	0.02135903620833619
16	80895151	81558828	0.7	0.10000000000000009	1389	92289539	3.0319947999999997	0.0006860181276094482	0.02096893689074238
16	81558828	82849203	0.7	0.7	3388	10279792	3.4706294	0.003884423446045821	0.009546826209167926
16	82849203	86989176	1.0	0.7	2304	48873083	4.585119499999999	0.012374093452554429	0.029647816696135185
16	86989176	87568892	1.0	1.0	740	3924758	5.903798999999999	0.0029154253093585485	0.0036340371441137345
16	87568892	88150217	1.0	0.7	5086	61618398	0.3044398	0.002578354398497668	0.02855227203977963
16	88150217	89718454	1.0	1.0	737	11917023	2.0670908999999997	0.0030227183462032585	0.0035811043065884897
16	89718454	90294793	1.03	1.0	5812	35305687	2.8568099	0.002053655822527068	0.007057091106742849
16	90294793	90354753	1.0	1.0	3001	19039459	4.319035599999999	0.007813363328401794	0.010846949431320519
17	1	2077510	1.0	1.0	1984	81634906	3.0608475	0.0057696393090349695	0.012730878625195065
17	2077510	3533907	3.0	1.0	4307	20457768	5.4274254	0.00334850068774673	0.008547654764225228
17	3533907	3705639	3.6	1.0	3773	68176177	5.283351	0.0030039747436296548	0.02315517520533117
17	3705639	6316383	1.6	1.0	3483	89643509	5.601602	0.0016549950947596617	0.022435893314002725
17	6316383	14274810	1.0	1.0	3307	91915512	1.8448239	0.0014590088267434067	0.03332398990866381
17	14274810	14648382	1.0	0.0	2425	89067769	4.4243973	0.009629776769129203	0.016242889549612293
17	14648382	20003881	1.0	1.0	4357	78307559	0.8238477999999999	0.0031202909193618357	0.0315390192201529
17	20003881	20275235	1.2	1.0	2103	87224306	2.8486921	0.00874365961440468	0.012929708632183437
17	20275235	20947552	1.0	1.0	1280	7866730	3.5442746	0.0040031738649073416	0.032854096416186356
17	20947552	21720103	1.0	0.0	324	39088138	5.0219873	0.000621969297561198	0.0016642698140626865
17	21720103	21763700	1.0	0.0	5435	87171410	3.6548941999999998	0.0016726174765757573	0.038015715022912205
17	21763700	22813475	1.0	0.0	1744	91745986	1.1625306	0.00298317851932044	0.003790978958783467
17	22813475	23067755	1.0	0.0	2524	90098274	4.9648062	0.0008128043812715339	0.0024317997479689057
17	23067755	25857311	1.0	0.0	4274	17467863	4.258382	0.006857013949655523	0.01746131037145658
17	25857311	25976312	1.0	1.0	5311	51249014	2.9930478	0.008796858949420745	0.01198689284927136
17	25976312	27646810	1.03	1.0	4777	42872358	2.5052589999999997	0.004069970167000291	0.008712493305926688
17	27646810	31563507	1.0	1.0	2876	20427209	2.5060366999999997	0.013581236535742211	0.01379748238855055
17	31563507	31856785	1.0	0.97	3529	53149948	4.3965188	0.0025425666070917796	0.021286873960081998
17	31856785	32550570	1.0	1.0	3951	30206771	4.9558477	0.005499601435309025	0.005741410873699362
17	32550570	32666876	1.0	0.0	1712	90344585	4.5586353	0.00022527565899547975	0.00987711421162805
17	32666876	33917351	0.95	0.0	4798	35428723	0.8401951	0.004357396700787626	0.007409061030912458
17	33917351	34477788	0.95	0.0	5442	53514338	5.5962448	0.010243543924999767	0.024493187169226684
17	34477788	34494470	0.95	0.0	5529	21644926	1.5916077	9.833831419301078e-05	0.011343801511189635
17	34494470	35116632	1.0	0.95	2488	14559880	2.245466	0.011711719370338165	0.042748822483426166
17	35116632	37890374	1.0	1.0	1473	99520181	5.9240357999999995	0.007907612825949203	0.017858539187734505
17	37890374	41511017	3.0	1.0	3097	45746433	5.9788793	0.005021723983673311	0.010954747152138924
17	41511017	42330466	1.65	1.0	1348	26968584	4.1703109	0.006808323719853617	0.017760320478540273
17	42330466	43287636	3.0	1.0	2135	4956221	4.027153	0.00014671264381287325	0.004911852461729604
17	43287636	43332273	1.0	0.0	3437	56651581	5.8079127999999995	0.02948113416198835	0.047276138826314845
17	43332273	45707571	1.0	0.0	2980	35632900	4.2444961999999995	0.00146545403154895	0.01197653158955498
17	45707571	47261747	4.0	0.0	2261	10497635	1.0249793999999999	0.004198312765811451	0.027183566265391885
17	47261747	48965438	4.0	1.0	4101	77957177	3.4007361	0.0027644739869830833	0.013682101851787965
17	48965438	49972383	1.0	1.0	2012	34006467	4.551849499999999	0.014150439613235723	0.015929929144152134
17	49972383	51562121	1.0	0.0	5689	18192054	0.7970623	0.0009866585096602021	0.00232269905748862
17	51562121	53444050	1.0	1.0	4352	7043215	2.1239801	0.007184271922920505	0.022130582317761358
17	53444050	54798539	1.0	0.0	2218	36548697	5.9874844	7.617798053223256e-05	0.0055175840009172175
17	54798539	56311011	1.0	1.0	2768	62830820	5.2449939	0.0036815174299029236	0.006749278965782653
